Course.Title,Course.Number,Student.Enrollment,A,B,C,D,F,W,Avg.GPA,Subject,Links
School Social Work Practice,SOCW 507,67,82%,18%,0%,0%,0%,0%,3.81,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/507
Public School Policy/Services,SOCW 519,68,88%,12%,0%,0%,0%,0%,3.85,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/519
Fundamentals of Acting II,THEA 175,23,57%,22%,22%,0%,0%,0%,3.29,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/175
Sustainable Planning Seminar,UP 446,48,69%,23%,6%,2%,0%,0%,3.53,UP,https://courses.illinois.edu/schedule/2018/fall/UP/446
Sales Communications,AGCM 270,121,67%,18%,5%,6%,4%,0%,3.4,AGCM,https://courses.illinois.edu/schedule/2018/fall/AGCM/270
Personal Relationships &Techno,CMN 396,27,56%,26%,11%,0%,7%,0%,3.21,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/396
Economics of Sports,ECON 490,28,86%,4%,4%,0%,4%,4%,3.74,ECON,https://courses.illinois.edu/schedule/2018/fall/ECON/490
Success in the Workplace,ENG 451,182,82%,13%,2%,4%,0%,0%,3.67,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/451
Cataloging for School Libs,LIS 590,23,87%,4%,9%,0%,0%,0%,3.74,LIS,https://courses.illinois.edu/schedule/2018/fall/LIS/590
Web Design Construct Organizs,LIS 590,142,90%,8%,1%,0%,0%,0%,3.88,LIS,https://courses.illinois.edu/schedule/2018/fall/LIS/590
Music and Media,MUS 415,27,93%,7%,0%,0%,0%,0%,3.91,MUS,https://courses.illinois.edu/schedule/2018/fall/MUS/415
Supervision/Staff Development,SOCW 525,47,83%,17%,0%,0%,0%,0%,3.76,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/525
Off-Road Machine Design,ABE 361,47,57%,23%,11%,2%,6%,0%,3.16,ABE,https://courses.illinois.edu/schedule/2018/fall/ABE/361
Graduate Research I,ABE 501,22,91%,5%,0%,5%,0%,0%,3.83,ABE,https://courses.illinois.edu/schedule/2018/fall/ABE/501
Foundations of Advertising,ADV 550,25,56%,44%,0%,0%,0%,0%,3.51,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/550
Advertising Theory,ADV 580,76,86%,14%,0%,0%,0%,0%,3.77,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/580
Qualitative Rsrch in Advert,ADV 582,86,93%,7%,0%,0%,0%,0%,3.82,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/582
"100 Strong: Acad, Ldrshp & Com",AFRO 199,64,61%,28%,8%,0%,3%,0%,3.39,AFRO,https://courses.illinois.edu/schedule/2018/fall/AFRO/199
Black Men and Masculinities,AFRO 342,127,12%,52%,25%,9%,0%,2%,2.62,AFRO,https://courses.illinois.edu/schedule/2018/fall/AFRO/342
Native Religious Traditions,AIS 140,77,68%,19%,9%,0%,4%,0%,3.42,AIS,https://courses.illinois.edu/schedule/2018/fall/AIS/140
Adv Reproductive Management,ANSC 437,84,39%,48%,12%,1%,0%,0%,3.19,ANSC,https://courses.illinois.edu/schedule/2018/fall/ANSC/437
Elementary Standard Arabic I,ARAB 201,86,59%,22%,16%,0%,2%,0%,3.38,ARAB,https://courses.illinois.edu/schedule/2018/fall/ARAB/201
Arch Design and the Landscape,ARCH 373,317,47%,48%,3%,1%,1%,0%,3.36,ARCH,https://courses.illinois.edu/schedule/2018/fall/ARCH/373
Special Topics in Art,ART 299,94,53%,45%,2%,0%,0%,0%,3.5,ART,https://courses.illinois.edu/schedule/2018/fall/ART/299
Introduction to Image Making,ARTD 216,61,82%,8%,5%,0%,0%,5%,3.75,ARTD,https://courses.illinois.edu/schedule/2018/fall/ARTD/216
Design I,ARTF 103,21,90%,0%,5%,0%,5%,0%,3.65,ARTF,https://courses.illinois.edu/schedule/2018/fall/ARTF/103
Italian Baroque Art,ARTH 435,26,62%,38%,0%,0%,0%,0%,3.63,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/435
Intermediate Studio I,ARTS 350,114,56%,34%,7%,2%,1%,0%,3.35,ARTS,https://courses.illinois.edu/schedule/2018/fall/ARTS/350
Advanced Studio I,ARTS 450,82,50%,40%,5%,2%,2%,0%,3.3,ARTS,https://courses.illinois.edu/schedule/2018/fall/ARTS/450
Foundations of Entrep,BADM 199,21,67%,33%,0%,0%,0%,0%,3.68,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/199
Enterprise IT Governance,BADM 559,179,78%,22%,0%,0%,0%,0%,3.72,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/559
Corporate Development,BADM 590,27,89%,11%,0%,0%,0%,0%,3.82,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
International Study Trip Pt A,BADM 590,72,89%,8%,0%,3%,0%,0%,3.83,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Advanced Marketing Strategy,BADM 590,30,70%,30%,0%,0%,0%,0%,3.62,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
High-Speed Rail Planning,CEE 498,24,79%,21%,0%,0%,0%,0%,3.74,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/498
Heat and Mass Transfer,CHBE 523,96,50%,50%,0%,0%,0%,0%,3.52,CHBE,https://courses.illinois.edu/schedule/2018/fall/CHBE/523
Intermediate Chinese I,CHIN 203,21,48%,48%,5%,0%,0%,0%,3.4,CHIN,https://courses.illinois.edu/schedule/2018/fall/CHIN/203
The Archaeology of Italy,CLCV 444,21,43%,43%,5%,5%,5%,0%,3,CLCV,https://courses.illinois.edu/schedule/2018/fall/CLCV/444
Media and Health,CMN 396,62,32%,53%,11%,0%,3%,0%,3.11,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/396
Unintended Effects of Communic,CMN 496,26,58%,35%,8%,0%,0%,0%,3.4,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/496
Language & Pragmatics,CMN 496,26,46%,35%,12%,8%,0%,0%,3.15,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/496
Nonprofit Comm Management,CMN 496,27,56%,37%,4%,4%,0%,0%,3.43,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/496
Soil Fert in Cropping Systems,CPSC 593,63,84%,13%,3%,0%,0%,0%,3.81,CPSC,https://courses.illinois.edu/schedule/2018/fall/CPSC/593
Ballroom Dance,DANC 310,29,86%,10%,3%,0%,0%,0%,3.86,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/310
Dancing Black Popular Cult,DANC 340,84,45%,45%,6%,1%,0%,2%,3.36,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/340
Information Theory,ECE 563,57,70%,28%,0%,0%,0%,2%,3.7,ECE,https://courses.illinois.edu/schedule/2018/fall/ECE/563
Special Topics in ECE,ECE 598,128,55%,39%,5%,0%,0%,1%,3.53,ECE,https://courses.illinois.edu/schedule/2018/fall/ECE/598
Business International Econ,ECON 523,108,78%,22%,0%,0%,0%,0%,3.77,ECON,https://courses.illinois.edu/schedule/2018/fall/ECON/523
LINC Boys & Girls Club,ENG 315,22,59%,41%,0%,0%,0%,0%,3.58,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/315
LINC COVE Alliance Uganda,ENG 315,22,68%,32%,0%,0%,0%,0%,3.67,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/315
LINC Electric Vehicle Initiatv,ENG 315,23,65%,17%,9%,9%,0%,0%,3.39,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/315
Business Technical Consulting,ENG 465,76,84%,16%,0%,0%,0%,0%,3.85,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/465
Engr Design Solar Decathlon,ENG 491,31,74%,26%,0%,0%,0%,0%,3.67,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/491
The Female Artist,ENGL 280,34,59%,32%,3%,0%,6%,0%,3.3,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/280
Racial Subjectivities/Am Fict,ENGL 300,24,46%,54%,0%,0%,0%,0%,3.54,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/300
Economic Subjects,ENGL 300,23,65%,35%,0%,0%,0%,0%,3.58,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/300
"Film, Style, Politics & You",ENGL 373,23,48%,30%,17%,0%,4%,0%,3.13,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/373
Introduction to Old English,ENGL 407,48,50%,38%,6%,2%,2%,2%,3.29,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/407
Philip Roth and Michael Chabon,ENGL 455,25,40%,48%,0%,4%,8%,0%,3.12,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/455
Contemporary British Lit,ENGL 461,29,48%,48%,0%,0%,3%,0%,3.39,ENGL,https://courses.illinois.edu/schedule/2018/fall/ENGL/461
Intro to Edu Admin.,EOL 540,23,96%,4%,0%,0%,0%,0%,3.91,EOL,https://courses.illinois.edu/schedule/2018/fall/EOL/540
Educational Law,EOL 547,73,62%,38%,0%,0%,0%,0%,3.64,EOL,https://courses.illinois.edu/schedule/2018/fall/EOL/547
History of American Education,EPS 400,59,93%,7%,0%,0%,0%,0%,3.86,EPS,https://courses.illinois.edu/schedule/2018/fall/EPS/400
Psyc of Learning in Education,EPSY 400,71,83%,14%,3%,0%,0%,0%,3.79,EPSY,https://courses.illinois.edu/schedule/2018/fall/EPSY/400
Evaluating Learning Technology,EPSY 474,46,93%,7%,0%,0%,0%,0%,3.9,EPSY,https://courses.illinois.edu/schedule/2018/fall/EPSY/474
Business and Public Policy,FIN 570,21,48%,52%,0%,0%,0%,0%,3.4,FIN,https://courses.illinois.edu/schedule/2018/fall/FIN/570
Accel Intermed French II,FR 134,64,45%,44%,11%,0%,0%,0%,3.35,FR,https://courses.illinois.edu/schedule/2018/fall/FR/134
Political Geography,GEOG 310,72,40%,50%,6%,0%,3%,1%,3.21,GEOG,https://courses.illinois.edu/schedule/2018/fall/GEOG/310
History of Life,GEOL 143,399,35%,51%,12%,0%,2%,0%,3.14,GEOL,https://courses.illinois.edu/schedule/2018/fall/GEOL/143
Film and the Global Audience,GLBL 296,25,52%,48%,0%,0%,0%,0%,3.48,GLBL,https://courses.illinois.edu/schedule/2018/fall/GLBL/296
The Power of Information .....,GLBL 296,28,64%,32%,4%,0%,0%,0%,3.55,GLBL,https://courses.illinois.edu/schedule/2018/fall/GLBL/296
Dealing with Dictators:,GLBL 296,24,38%,50%,12%,0%,0%,0%,3.31,GLBL,https://courses.illinois.edu/schedule/2018/fall/GLBL/296
Beauty & Makeovers,GWS 355,24,83%,4%,4%,4%,4%,0%,3.5,GWS,https://courses.illinois.edu/schedule/2018/fall/GWS/355
Women & Gender Pre-Mod Europe,HIST 245,191,39%,42%,12%,3%,4%,1%,3.05,HIST,https://courses.illinois.edu/schedule/2018/fall/HIST/245
Early Euro Absolut & Expansion,HIST 348,61,41%,46%,13%,0%,0%,0%,3.28,HIST,https://courses.illinois.edu/schedule/2018/fall/HIST/348
History of Terrorism,HIST 401,23,35%,48%,13%,4%,0%,0%,3.12,HIST,https://courses.illinois.edu/schedule/2018/fall/HIST/401
The Balkans,HIST 466,50,38%,44%,10%,4%,4%,0%,3.05,HIST,https://courses.illinois.edu/schedule/2018/fall/HIST/466
Elementary Hindi-Urdu I,HNDI 201,23,78%,13%,9%,0%,0%,0%,3.64,HNDI,https://courses.illinois.edu/schedule/2018/fall/HNDI/201
Bowling I,KIN 102,248,94%,4%,0%,0%,0%,0%,3.91,KIN,https://courses.illinois.edu/schedule/2018/fall/KIN/102
Ice Skating I,KIN 104,1871,94%,4%,1%,0%,1%,0%,3.9,KIN,https://courses.illinois.edu/schedule/2018/fall/KIN/104
Volleyball I,KIN 109,100,76%,20%,1%,0%,1%,2%,3.74,KIN,https://courses.illinois.edu/schedule/2018/fall/KIN/109
Foundation Design Studio,LA 233,23,17%,65%,17%,0%,0%,0%,3.09,LA,https://courses.illinois.edu/schedule/2018/fall/LA/233
Empirical Methods in Law,LAW 792,21,67%,33%,0%,0%,0%,0%,3.59,LAW,https://courses.illinois.edu/schedule/2018/fall/LAW/792
Human Rights Advocacy,LAW 792,26,46%,54%,0%,0%,0%,0%,3.41,LAW,https://courses.illinois.edu/schedule/2018/fall/LAW/792
Election Law,LAW 792,23,48%,43%,4%,0%,0%,4%,3.38,LAW,https://courses.illinois.edu/schedule/2018/fall/LAW/792
Law Practice Management,LAW 792,26,31%,62%,8%,0%,0%,0%,3.28,LAW,https://courses.illinois.edu/schedule/2018/fall/LAW/792
Family Law Practice,LAW 793,140,92%,7%,1%,0%,0%,0%,3.8,LAW,https://courses.illinois.edu/schedule/2018/fall/LAW/793
Analyzi & Manage Org Networks,LER 590,27,37%,56%,7%,0%,0%,0%,3.3,LER,https://courses.illinois.edu/schedule/2018/fall/LER/590
Contemporary US Latina/o Lit,LLS 360,57,37%,54%,5%,0%,2%,2%,3.25,LLS,https://courses.illinois.edu/schedule/2018/fall/LLS/360
Puerto Ricans in the Diaspora,LLS 396,26,92%,4%,0%,0%,0%,4%,3.92,LLS,https://courses.illinois.edu/schedule/2018/fall/LLS/396
Media Literacy,MACS 166,381,64%,28%,6%,0%,1%,1%,3.52,MACS,https://courses.illinois.edu/schedule/2018/fall/MACS/166
Real Analysis I,MATH 540,173,77%,19%,1%,1%,0%,2%,3.77,MATH,https://courses.illinois.edu/schedule/2018/fall/MATH/540
Partial Differential Equations,MATH 553,22,91%,5%,0%,5%,0%,0%,3.85,MATH,https://courses.illinois.edu/schedule/2018/fall/MATH/553
Foundations of Bus I-Ethics,MBA 501,467,51%,47%,2%,0%,0%,0%,3.46,MBA,https://courses.illinois.edu/schedule/2018/fall/MBA/501
Genetics and Disease,MCB 316,148,39%,32%,20%,5%,3%,0%,2.94,MCB,https://courses.illinois.edu/schedule/2018/fall/MCB/316
Special Topics Cell Devel Biol,MCB 529,21,52%,48%,0%,0%,0%,0%,3.52,MCB,https://courses.illinois.edu/schedule/2018/fall/MCB/529
Biomechanics Seminar,ME 591,23,96%,4%,0%,0%,0%,0%,3.88,ME,https://courses.illinois.edu/schedule/2018/fall/ME/591
Marching Illini,MUS 273,311,99%,1%,0%,0%,0%,0%,3.99,MUS,https://courses.illinois.edu/schedule/2018/fall/MUS/273
Period Studies in Musicology,MUS 410,56,30%,57%,5%,2%,4%,2%,3.13,MUS,https://courses.illinois.edu/schedule/2018/fall/MUS/410
Music and Performance,MUS 413,32,78%,16%,3%,3%,0%,0%,3.6,MUS,https://courses.illinois.edu/schedule/2018/fall/MUS/413
Jazz History I,MUS 464,23,70%,30%,0%,0%,0%,0%,3.68,MUS,https://courses.illinois.edu/schedule/2018/fall/MUS/464
Materials in Nuclear Eng,NPRE 431,219,42%,36%,14%,6%,2%,0%,3.1,NPRE,https://courses.illinois.edu/schedule/2018/fall/NPRE/431
Natural Resource Policy Mgmt,NRES 325,94,76%,19%,5%,0%,0%,0%,3.64,NRES,https://courses.illinois.edu/schedule/2018/fall/NRES/325
Landscape Ecology,NRES 465,21,62%,24%,14%,0%,0%,0%,3.48,NRES,https://courses.illinois.edu/schedule/2018/fall/NRES/465
Science and Regulatory Policy,NRES 598,23,61%,35%,4%,0%,0%,0%,3.48,NRES,https://courses.illinois.edu/schedule/2018/fall/NRES/598
Essentl Fatty Acds & Cholestrl,NUTR 510,23,70%,30%,0%,0%,0%,0%,3.72,NUTR,https://courses.illinois.edu/schedule/2018/fall/NUTR/510
Biomolecular Physics,PHYS 550,27,52%,48%,0%,0%,0%,0%,3.54,PHYS,https://courses.illinois.edu/schedule/2018/fall/PHYS/550
Emergent States of Matter,PHYS 569,97,76%,13%,5%,3%,0%,2%,3.63,PHYS,https://courses.illinois.edu/schedule/2018/fall/PHYS/569
Phases in Quantum CM,PHYS 598,22,91%,9%,0%,0%,0%,0%,3.85,PHYS,https://courses.illinois.edu/schedule/2018/fall/PHYS/598
Politics of Organization,PS 300,90,64%,27%,7%,2%,0%,0%,3.51,PS,https://courses.illinois.edu/schedule/2018/fall/PS/300
The US Presidency,PS 304,288,15%,51%,26%,1%,5%,2%,2.68,PS,https://courses.illinois.edu/schedule/2018/fall/PS/304
Democratization,PS 355,47,70%,23%,6%,0%,0%,0%,3.58,PS,https://courses.illinois.edu/schedule/2018/fall/PS/355
Cog Neuroscience of Vision,PSYC 453,23,48%,48%,4%,0%,0%,0%,3.43,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/453
Nature Religion,RLST 170,21,81%,19%,0%,0%,0%,0%,3.67,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/170
Tourism Development,RST 457,79,94%,6%,0%,0%,0%,0%,3.91,RST,https://courses.illinois.edu/schedule/2018/fall/RST/457
Critical Issues Sport Mgt,RST 520,21,76%,24%,0%,0%,0%,0%,3.67,RST,https://courses.illinois.edu/schedule/2018/fall/RST/520
Golden Age of Russian Lit,RUSS 220,23,26%,52%,4%,0%,13%,4%,2.8,RUSS,https://courses.illinois.edu/schedule/2018/fall/RUSS/220
Russian & E Euro Folktales,SLAV 120,102,48%,49%,1%,1%,0%,1%,3.48,SLAV,https://courses.illinois.edu/schedule/2018/fall/SLAV/120
Social Movements,SOC 470,83,25%,30%,35%,2%,7%,0%,2.61,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/470
Special Studies in SW I,SOCW 561,24,88%,12%,0%,0%,0%,0%,3.82,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/561
Latin American Literatures I,SPAN 314,21,71%,19%,5%,5%,0%,0%,3.52,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/314
Cultural Studies Americas II,SPAN 326,200,75%,22%,2%,0%,0%,0%,3.68,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/326
Proseminar For Lang Tchg,SPAN 571,22,82%,18%,0%,0%,0%,0%,3.8,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/571
Learning Environments I,SPED 470,31,97%,0%,3%,0%,0%,0%,3.94,SPED,https://courses.illinois.edu/schedule/2018/fall/SPED/470
Elementary Swahili I,SWAH 201,22,50%,32%,14%,5%,0%,0%,3.3,SWAH,https://courses.illinois.edu/schedule/2018/fall/SWAH/201
Intermediate Swahili I,SWAH 403,26,19%,38%,8%,19%,12%,4%,2.31,SWAH,https://courses.illinois.edu/schedule/2018/fall/SWAH/403
Relationships in Acting I,THEA 270,27,96%,4%,0%,0%,0%,0%,3.8,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/270
Voice and Movement I,THEA 271,26,85%,12%,4%,0%,0%,0%,3.81,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/271
Intro to Translation Studies,TRST 201,26,58%,27%,12%,4%,0%,0%,3.37,TRST,https://courses.illinois.edu/schedule/2018/fall/TRST/201
Land Use Planning Workshop,UP 447,48,81%,19%,0%,0%,0%,0%,3.78,UP,https://courses.illinois.edu/schedule/2018/fall/UP/447
Neighborhood Revitalization,UP 474,65,51%,38%,5%,6%,0%,0%,3.29,UP,https://courses.illinois.edu/schedule/2018/fall/UP/474
Perspectives in Astronomy,ASTR 100,1961,52%,32%,10%,4%,2%,0%,3.28,ASTR,https://courses.illinois.edu/schedule/2018/fall/ASTR/100
Special Topics in Comm,CMN 396,486,54%,27%,15%,3%,1%,1%,3.26,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/396
Adult Public Services,LIS 510,58,97%,0%,3%,0%,0%,0%,3.93,LIS,https://courses.illinois.edu/schedule/2018/fall/LIS/510
Issues-Aquat Ecosystem Conserv,NRES 598,50,56%,20%,8%,16%,0%,0%,3.08,NRES,https://courses.illinois.edu/schedule/2018/fall/NRES/598
Research Seminar,SOCW 541,153,58%,41%,1%,0%,0%,0%,3.58,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/541
Advanced Tax Topics,ACCY 553,103,56%,44%,0%,0%,0%,0%,3.51,ACCY,https://courses.illinois.edu/schedule/2018/fall/ACCY/553
Tax of Closely-held Entities,ACCY 553,74,80%,20%,0%,0%,0%,0%,3.77,ACCY,https://courses.illinois.edu/schedule/2018/fall/ACCY/553
Advanced Selling Techniques,ADV 400,62,87%,10%,0%,0%,3%,0%,3.77,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/400
Global Advertising,ADV 476,88,64%,34%,2%,0%,0%,0%,3.54,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/476
Graduate Seminar I,ADV 587,48,83%,17%,0%,0%,0%,0%,3.67,ADV,https://courses.illinois.edu/schedule/2018/fall/ADV/587
Class Politics & Blk Community,AFRO 372,97,54%,30%,14%,0%,1%,1%,3.28,AFRO,https://courses.illinois.edu/schedule/2018/fall/AFRO/372
Pre-Field Experience in i-HLT,AHS 399,62,90%,6%,3%,0%,0%,0%,3.86,AHS,https://courses.illinois.edu/schedule/2018/fall/AHS/399
Novel Archaeology,ANTH 150,86,63%,28%,5%,0%,5%,0%,3.41,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/150
"Chinese Science, Tech & Med.",ANTH 199,48,54%,33%,4%,8%,0%,0%,3.33,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/199
Personal Anthropology,ANTH 280,42,48%,43%,10%,0%,0%,0%,3.37,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/280
"Class, Culture and Society",ANTH 466,42,81%,19%,0%,0%,0%,0%,3.76,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/466
Advanced Standard Arabic I,ARAB 405,42,62%,33%,0%,0%,5%,0%,3.44,ARAB,https://courses.illinois.edu/schedule/2018/fall/ARAB/405
American Art 1750-1900,ARTH 350,92,33%,46%,9%,4%,9%,0%,2.81,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/350
17th Century Dutch Painting,ARTH 436,42,48%,33%,10%,10%,0%,0%,3.14,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/436
Senior Seminar in Art History,ARTH 495,44,45%,55%,0%,0%,0%,0%,3.39,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/495
General Astronomy,ASTR 210,265,42%,34%,15%,5%,2%,2%,3.08,ASTR,https://courses.illinois.edu/schedule/2018/fall/ASTR/210
Adv Topics in Atmospheric Sci,ATMS 491,96,46%,40%,12%,0%,2%,0%,3.23,ATMS,https://courses.illinois.edu/schedule/2018/fall/ATMS/491
Commercial - Instrument I,AVI 130,44,14%,73%,9%,0%,5%,0%,2.92,AVI,https://courses.illinois.edu/schedule/2018/fall/AVI/130
Technology-Mgmt Honors Seminar,BADM 199,172,98%,2%,0%,0%,0%,0%,3.98,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/199
Consulting Project-Part B,BADM 590,48,71%,29%,0%,0%,0%,0%,3.67,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Seminar in Business Admin,BADM 590,327,78%,22%,0%,0%,0%,0%,3.72,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Strategic Innovations,BADM 590,58,86%,14%,0%,0%,0%,0%,3.82,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
App in Cancer and MechanoBio,BIOE 498,52,92%,8%,0%,0%,0%,0%,3.88,BIOE,https://courses.illinois.edu/schedule/2018/fall/BIOE/498
Public Health Dev,CHLH 510,46,83%,17%,0%,0%,0%,0%,3.87,CHLH,https://courses.illinois.edu/schedule/2018/fall/CHLH/510
Prin & Prac in Early Childhood,CI 421,50,56%,40%,0%,0%,0%,4%,3.56,CI,https://courses.illinois.edu/schedule/2018/fall/CI/421
Tchg Reading in Grades 4-12,CI 472,50,96%,4%,0%,0%,0%,0%,3.96,CI,https://courses.illinois.edu/schedule/2018/fall/CI/472
Bilingual and ESL Assessment,CI 517,64,94%,3%,3%,0%,0%,0%,3.83,CI,https://courses.illinois.edu/schedule/2018/fall/CI/517
Oral & Written Comm I,CMN 111,1279,65%,27%,5%,0%,2%,0%,3.5,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/111
Interviewing,CMN 115,145,54%,28%,12%,4%,3%,0%,3.2,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/115
Media of Public Discourse,CMN 277,983,26%,40%,20%,8%,5%,0%,2.71,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/277
Early Modern Rhetorics,CMN 416,70,36%,41%,16%,0%,7%,0%,2.99,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/416
Undergrad Crop Sci Seminar,CPSC 498,114,97%,3%,0%,0%,0%,0%,3.98,CPSC,https://courses.illinois.edu/schedule/2018/fall/CPSC/498
Computer Architecture I,CS 231,824,29%,32%,26%,8%,4%,0%,2.75,CS,https://courses.illinois.edu/schedule/2018/fall/CS/231
Computer Architecture II,CS 232,698,40%,40%,15%,3%,1%,1%,3.16,CS,https://courses.illinois.edu/schedule/2018/fall/CS/232
Lit of Asia & Africa I,CWL 189,66,58%,36%,5%,0%,2%,0%,3.48,CWL,https://courses.illinois.edu/schedule/2018/fall/CWL/189
"Chinese Science, Tech & Med",EALC 199,48,54%,29%,12%,4%,0%,0%,3.37,EALC,https://courses.illinois.edu/schedule/2018/fall/EALC/199
Topics in Decision and Control,ECE 586,48,83%,17%,0%,0%,0%,0%,3.72,ECE,https://courses.illinois.edu/schedule/2018/fall/ECE/586
Topics in Economics,ECON 490,323,62%,33%,2%,1%,2%,0%,3.49,ECON,https://courses.illinois.edu/schedule/2018/fall/ECON/490
Aspirations to Leadership II,ENG 198,52,96%,0%,4%,0%,0%,0%,3.9,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/198
iEFX Projects 1,ENG 198,104,67%,33%,0%,0%,0%,0%,3.66,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/198
iEFX Projects 2,ENG 198,74,76%,22%,3%,0%,0%,0%,3.61,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/198
iEFX Projects 3,ENG 198,80,95%,5%,0%,0%,0%,0%,3.91,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/198
Freshman Ugr Research Seminar,ENG 199,126,83%,13%,3%,0%,2%,0%,3.75,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/199
Mentoring for Freshman Women,ENG 199,52,81%,8%,4%,4%,4%,0%,3.51,ENG,https://courses.illinois.edu/schedule/2018/fall/ENG/199
